page,eng,twi,gaa
105,wander,,bo
105,wander,,fā
105,wander,,tšomlọ
105,wander,,kpa ši
105,wander,,logo he
105,wandering,akwantu,
105,wandering,ofom,
105,wandering,mfomso,
105,wandering,,gbẹdū
105,wandering,,kobo
105,wandering,,tšomlọmọ
105,wandering,,šikpā
105,want,fwefwẹ,
105,want,pẹ,
105,want,gye,
105,want,,tao
105,want,,ye n.k.
105,want,,he niitšumọ
105,want,ohia,
105,want,okom,
105,want,,fe
105,want,,ohia
105,want,,hiamọ
105,want,,heniitšumọ
105,want,,kpa
105,want,,ona
105,want,,taomọ
105,want of breath,ahometew,
105,want of breath,,tšuisū
105,wanton,bo ahofwī,
105,wanton,,ho la
105,wanton person,ohofwīni,
105,wanton person,,laholọ
105,wanton person,,hieflefletše
105,wantonness,ahofwī,
105,wantonness,,lahō
105,wantonness,,obla
105,wantonness,,hieflefle
105,wantonness,,ahofi
105,war,osa,
105,war,ọkō,
105,war,akōdi,
105,war,edọm,
105,war,dọnkōe,
105,war,nnoŋkōe,
105,war,,ta
105,war chief,osahene,
105,war chief,osafohene,
105,war chief,odọmmanin,
105,war chief,,tatše
105,war chief,,asafoatše
105,war cry,ose,
105,war cry,,ose
105,war dance,asrayere,
105,war dance,asrayeredi,
105,war dance,,asayere
105,war,kō,
105,war,tu sa,
105,war,ko osa,
105,war,di dọm,
105,war,di akō,
105,war,,wu
105,war,,wu ta
105,ward off,gye,
105,ward off,sow ano,
105,ware,ade,
105,ware,aguade,
105,ware,,dšra
105,ware,,dšrayelinii
105,ware,,guọnii
105,earthen ware,ǹkuku nè ǹkaka,
105,warm,ohyew,
105,warm,hyewhyew,
105,warm,hyerehyere,
105,warm,hō huru,
105,warm,,hereñ
105,warm,kā hyew,
105,warm,how gya,
105,warm,,kā ohyeo
105,warm one's self,gya,
105,warm one's self,awĩa,
105,warm one's self,,wyere
105,warm one's self,,hūlū
105,warm one's self,,gbomọ he
105,warn,bọ koko,
105,warn,yi apra,
105,warn,tia.. nan so,
105,warn,tu fo,
105,warn,kasa kyerẹ,
105,warn,hye nyansa,
105,warn,yi asitiw,
105,warn,,bọ koko
105,warn,,wie tšō
105,warn,,wo nã
105,warp,kontoñ,
105,warp,pono,
105,warp,kyea,
105,warp,,kōdō
105,warrior,okōfo,
105,warrior,okōfoni,
105,warrior,osafoni,
105,warrior,osrání,
105,warrior,,tabilọ
105,warrior,,tawulọ
105,warrior,,wulọ
105,warrior,,asrafonyo
106,wash,guare,
106,wash,horo,
106,wash,hoho,
106,wash,hohoro,
106,wash,,dšu
106,wash,,fo
106,wash,dšale,
106,wash,ša,
106,wash,ya fa,
106,wash,wu fa,
106,wash,wu nṣo,
106,wash (clothes),horo,
106,wash (clothes),si,
106,wash (clothes),posa ntade,
106,wash (clothes),ntama,
106,wash (clothes),,fo atade he
106,wash (clothes),,nii ahe
106,wash (clothes),kposa,
106,"wash (with seawater, soap, lemons)",guare po,
106,"wash (with seawater, soap, lemons)",samina,
106,"wash (with seawater, soap, lemons)",aṅkā,
106,"wash (with seawater, soap, lemons)",,dšu nṣo
106,"wash (with seawater, soap, lemons)",,samla
106,"wash (with seawater, soap, lemons)",,abonua
106,wash-basin,aguaseṅ,
106,wash-basin,,waskefa
106,wash-basin,,kulo
106,washing-room,aguaredaṅ,
106,washing-room,,(he)dšutšu
106,washer,otamahorofo,
106,washer,otamasifo,
106,washer,,folo
106,washer,,niiahefolo
106,washer,,kposalo
106,washer,,šalo
106,wasp,kotokúròdú,
106,wasp,agyénnare,
106,wasp,mpennǎ,
106,wasp,apemnèadǎ,
106,wasp,,adšanali
106,wasp,,asāgbā
106,waste,see,
106,waste,fwere,
106,waste,ye dwerębē,
106,waste,franam,
106,waste,,fite
106,waste,,kpătǎ hie
106,waste,,še..fō
106,waste (place),ṅkyerekyerǎ(so),
106,waste (place),amamfō,
106,waste (place),akurofō,
106,waste (place),,oleṅleṅ
106,waste (place),,he kpatǎ
106,waste (place),,amamfō
106,watch,węṅ,
106,watch,sra,
106,watch,fwę,
106,watch,buw,
106,watch,si pę,
106,watch,,bu (he)
106,watch,,ši kpe
106,watch,,kwę
106,watch,,sra
106,watch,,wo (he)
106,watch (noun),o węṅ,
106,watch (noun),pesi,
106,watch (noun),o węmfo,
106,watch (noun),awęnē,
106,watch (noun),edoṅ,
106,watch (noun),anyansādoṅ,
106,watch (noun),,bū
106,watch (noun),,kpeši
106,watch (noun),,(he)bulo
106,watch (noun),,hū
106,watch-house,o węmfo daṅ,
106,watch-house,,womotšu
106,watch-man,o węmfo,
106,watch-man,,bulo
106,watch-man,,sralo
106,watch-man,,(he)wolo
106,watch-man,,woṅ
106,water,nsu,
106,water,asu,
106,water,dwenso,
106,water,,nu
106,water,baba,
106,water,,nyu
106,cold-water,nsuoṅwini,
106,cold-water,,nuhō
106,hot-water,nsuohyew,
106,hot-water,,nula
106,to make water,gu nsu,
106,to make water,dwenso,
106,to make water,,šamo
106,to make water,,fie nu
106,water-carrier,nsusawfo,
106,water-drawer,nsutowfo,
106,water-carrier/drawer,,nuyelo
106,water-frog,apotoro,
106,water-frog,atwere,
106,water-frog,,amlebo
106,water-melon,ánòwátére,
106,water-pit,asubura,
106,water-pit,nsu-amōa,
106,water-pit,,bukwo
106,water-pit,,nubu
106,water-pit,,(ano)watere
106,water-pot,ahina,
106,water-pot,atáhína,
106,water-pot,,(nu)gbe
106,water-pot,,dudo
106,water-pot,,botoku
106,water-snake,osuwọ,
106,water (verb),gu so nsu,
106,water (verb),,wo nu
106,water (verb),,fa no nu
106,watery,fōsō,
106,watery,fosofoso,
106,watery,,frōfrō
106,watery,,tšorotšorō
106,watery,,tšrętšrę
107,wave,sorokyé,
107,wave,,amlemle
107,wave,,amimírim
107,wave,,nukē
107,wave,,nṣokē
107,wave,,nṣrokē
107,waver,hinhim,
107,waver,gyigya,
107,waver,to ntintaŋ,
107,waver,,didā
107,waver,,dine
107,waver,,dšidša
107,way,okwaŋ,
107,way,osa,
107,way,otempoŋ,
107,way,broŋ,
107,way,nnantam',
107,way,akwammā,
107,way,,gbe
107,way,,gbehe
107,way,,hegbe
107,way,,blo
107,waylay,tew,
107,waylay,buw,
107,waylay,,wo kā
107,we,yeŋ,
107,we,yeŋ,
107,weak,mméréw,
107,weak,bĕrĕw,
107,weak,bètē,
107,weak,betebete,
107,weak,bòkō,
107,weak,bòkọbọkọ,
107,weak,bōròkō,
107,weak,bōrògō,
107,weak,gòrōw,
107,weak,dufudufu,
107,weak,fèfā,
107,weak,fétẹfẹte,
107,weak,hòdwō,
107,weak,hodwohodwo,
107,weak,horọhorọ,
107,weak,nā,
107,weak,nī,
107,weak,nyámō,
107,weak,siàmō,
107,weak,pósoposo,
107,weak,pòsoposo,
107,weak,,biē
107,weak,,bedē
107,weak,,bedebedē
107,weak,,bodọ(bodo)
107,weak,,bobokū
107,weak,,doli
107,weak,,fete(fete)
107,weak,,gbedē
107,weak,,gbedegbedē
107,weak,,kpetekpete
107,weak,,šrōbí
107,weak,,vi
107,weak,,wudọ(wudo)
107,weak,,yobọ(yobo)
107,weaken,gow(mu),
107,weaken,gurow,
107,weaken,,dọdọ
107,wealth,ade,
107,wealth,ahōnyāde,
107,wealth,tāmudi,
107,wealth,,nii
107,wealth,,niifalẹ
107,wealthy,nyā(wọ) ade,
107,wealthy,nyā nehō,
107,wealthy,di tāmu,
107,weapon,akōde,
107,weapon,dade,
107,weapon,ṅkrante,
107,weapon,,tawunō
107,weapon,,(a)dade
107,weapon,,klante
107,wear,"hye (atade, kye, asepatere, petea)",
107,wear,fura (ntama),
107,wear,sē (kotoku),
107,wear,siane (afōa),
107,wear,"bọ (abotiri, aboso)",
107,wear,,"wo (atade, ga)"
107,wear,,bu(mama)
107,wear,,ha (bō)
107,weariness,obērẹ,
107,weariness,,deṅme
107,weariness,,tō
107,weariness,,tole
107,weariness,,dšinedšē
108,weary,bĕrẹ,
108,weary,pa abaw,
108,weary,,tọ
108,weary,hye bĕrẹ,
108,weary,pa abaw,
108,weary,,tọ
108,weary,,hã tọ m.k.
108,weather,wĭm',
108,weather,,dše
108,weather,,dšeṅ
108,weave,ṅwene,
108,weave,,lo
108,weaver,ọ(tama)ṅwemfo,
108,weaver,,(mama)lolo
108,weavers shuttle,akorokorowa,
108,weavers shuttle,,kloklo
108,wed,hyia,
108,wed,oyere,
108,wed,ayeforo,
108,wed,ware,
108,wed,,kpe
108,wed,,nọ
108,wed,,wyẹ
108,wed,,yọ
108,wed,,gbã
108,wed,,hã gblã
108,wed,,bote gblã mli
108,wedding,ayeforohyia,
108,wedding,,ayemforokpemọ
108,wedding,,yọkpemọ
108,wedding,,yọwyẹ
108,wedding,,yọnọ
108,wedding,,gblã
108,wedding guest,ayeforohyia mma,
108,wedding guest,,bialọ
108,wedding guest,,yọkpemọbii
108,wedlock,aware,
108,wedlock,,yọkpemọ(kpọ?)
108,wedge,nnamĕ,
108,wedge,,kpemẹ
108,wedge,,tšili
108,Wednesday,wukuda,
108,Wednesday,,šọ
108,weed,wúrá,
108,weed,ṅwúrá,
108,weed,dodow,
108,weed,,dšei
108,weed,tu ṅwura,
108,weed,ṅwane,
108,weed,dow,
108,weed,,fã dšei
108,weed,,hū
108,week,dapẹṅ,
108,week,nnaawotwĕ,
108,week,,otši
108,weep,sū,
108,weep,nusu gu no,
108,weep,tere no,
108,weep,,fo (he)
108,weep,,fo yafonui
108,weep,hie fe tọtọtọ,
108,weep for,sū,
108,weep for,gyam,
108,weep for,,fo m.k.
108,weigh,kari,
108,weigh,,ṅmẹ
108,weight,ṅkarii,
108,weight,duru,
108,weight,bo,
108,weight,abrammo,
108,weight,,tšimọ
108,welcome,kyia,
108,welcome,gye tom',
108,welcome,,fla
108,welcome,,dšuro
108,welcome,here atū,
108,welcome,hiemẹ,
108,welcome,abō!,
108,welcome,akwaba!,
108,welcome,akwabō!,
108,well,yiye,
108,well,papa,
108,well,ampa,
108,well,yiw,
108,well,yiẹ,
108,well,wĭẹ,
108,well,ayō!,
108,well,yō,
108,well,,ampa
108,well,,dšogba
108,well,,odšogbaṅ
108,well,,kpakpa
108,well,,naakpa
108,well,,saṅṅ
108,well,,yiu
108,well to be,hō ye,
108,well to be,(hō) te yiye (pésẹ),
108,well to be,berẹọ,
108,well to be,,yẹ dšogbã
108,well to be,,bleọ!
108,well to be again,hō asaṅ,
108,well to be again,hō atọ(no),
108,well to be again,hō aye(no) deṅ,
108,well to be again,yare agyae,
108,well to be again,asã,
108,well to be again,,he dšọ
108,well to be again,,he tā
108,well to be again,,he wa
108,well done,aye (woaye no) yiye!,
108,well done,mo!,
108,well done,woaye ade!,
108,well done,,ahekō!
108,well done,,anyehekō!
108,well done,,ofē!
108,well,abura,
108,well,asubura,
108,well,nsuti,
108,well,nsu-aniwa,
108,well,mmasu,
108,well,,bu
109,wench,obeawa,
109,wench,afǎnǎ,
109,wench,mpǎnǎ,
109,wench,obeaguǎmǎn,
109,wench,,blakpayo
109,west,atifi,
109,west,atoe(fàm),
109,west,,anai(gbe)
109,west,,yitengbe
109,west,,asi(gbe)
109,wet,fònono,
109,wet,fòkyē,
109,wet,fosò,
109,wet,,flanò
109,wet,,dodò
109,wet,,dodoli
109,whale,bònsu,
109,whale,,bonsu
109,what,deŋ,
109,what,Ak.seŋ,
109,what,edeŋ,
109,what,deebeŋ,
109,what,ebeŋ ade,
109,what,beŋ,
109,what,nea,
109,what,dèkòde a,
109,what,,mē
109,what,,mēni
109,what,,nē
109,what,,noni
109,wheat,awì,
109,wheat,,ǹmǎ
109,wheel,teaseŋam-naŋ,
109,wheel,ǹkyimí,
109,wheel,ntwǎhònaŋ,
109,wheel,,lonto
109,wheel,,kokrolonto
109,wheel,,agolo
109,wheel,,filinane
109,when,ebere a,
109,when,da kō a,
109,when,,beni
109,whence,fi hē,
109,whence,nea fi,
109,whence,,nēgbę
109,whence,,dšę
109,whence,,heni dšę
109,where,ehē (ehene),
109,where,nea ho,
109,where,,nē
109,where,,nēgbę
109,where,,heni
109,whether,sę,
109,whether,,akę
109,whet,sew ano,
109,whet,,dšọ na
109,which,beŋ,
109,which,nea o,
109,which,nea e,
109,which,,mè
109,which,,nē
109,which,,ní
109,which,,noni
109,while,bere,
109,while,,be
109,whip,abǎ,
109,whip,mpire,
109,whip,apoŋkobǎ,
109,whip,sikafere,
109,whip,,kpǎ
109,whip,,kplebii
109,whip,,okpoŋokpǎ
109,whip,,šikafele
109,whirlwind,atwǎsiframa,
109,whirlwind,kyiŋhyia-mframa,
109,whirlwind,,lasūogble
110,whiskers,bógyeseputu,dabetṣoi
110,whisky,nsã,dā
110,whisky,mmọrọsã bi,blọfodā
110,whisper,tu asu,wo toiṅ
110,whistle,bọ fwirema,fli
110,whistle,hyeṅ bọtowa,kpā blẹ
110,whistle,atẹntẹbẹṅ,
110,white,fufu,falefale
110,white,fitā,fitā(fitā)
110,white,furubaṅ,futā
110,white,hyeṅṅ,fufu
110,white,hoa,eyeṅ
110,white,sereṅ,yeṅ
110,white,,ye
110,white,,gba fū
110,whiten,hoa (hō),ye
110,whiten,,ša he
110,whitewash,sra hō hyirew,ša
110,whitewash,akado,wo kalo
110,whitish,fufu,eyeṅo
110,whitish,hoa,yeṅo
110,whitish,sereṅ,yeo
110,whither,ẹhē?,nē?
110,whither,ẹhēfā?,nēgbẹ?
110,whither,nea..họ,heni
110,who,ẹhena,namo?
110,who,hwana,moni..
110,who,ṅhwāe,ní
110,who,hona,
110,whole,emū,emū
110,whole,ne nnyinā,mū
110,whole,ṅka-ṅhinā,sọke
110,whore,aguămāṅ,adṣamaṅ
110,whore,ọbeaguamaṅ,ašifo
110,whore,,gblakpayo
110,whore,,yo felọ
110,whose,hena (hwana) de?,namo nō?
110,whose,nea ne..,monō ní
110,why,ẹdeṅ?,mẹba?
110,why,ẹdeṅ ntia?,mĕhewọ?
110,why,nea enti,nō hewọ ní...
110,wick,asawa,odonti
110,wicked,bone,efoṅ
110,wicked,mūọ,fō
110,wicked,yẹbone,tšo la
110,wicked,di asẹmmone,
111,wicker,abā,
111,wicker,hama,
111,wicker basket,kentęń,
111,wicker basket,kyereńkye,
111,wicker basket,,kenteń
111,wicket,berapac,
111,wicket,abobow,
111,wide,bàyā,
111,wide,bayabáyà,
111,wide,tèterę,
111,wide,tetereté,
111,wide,håhårā,
111,wide,håhåråhá,
111,wide,(mu)teręw,
111,wide,,bayā
111,wide,,gblalā(gblalā)
111,wide,,hatō
111,wide,,kplelę
111,wide,,kuyō
111,wide,,leketę
111,wide,,ńme
111,wide,,tetrę
111,wide,,wuyā
111,wide,(mli)le,
111,widen,teręw mu,
111,widen,,lę mli
111,widow,okunafo,
111,widow,okunafo bea,
111,widow,ok. barima,
111,widow,obea kunafo,
111,widow,obarima k.,
111,widow,,(o)kulafo
111,widow,,-yō
111,widow,,-nū
111,widowhood,kuna,
111,widowhood,kunaye,
111,widowhood,,okulá
111,widowhood,,-femọ
111,wife,oyére,
111,wife,oye,
111,wife,,añā
111,wife,,ñā
111,wild,kekā,
111,wild,kitikiti,
111,wild,krāmākrāmā,
111,wild,krāńń,
111,wild,,gidi(gidi)
111,wild,,kakāka
111,wild,,klāmāklāmā
111,wild,gyimi,
111,wild,ani bere,
111,wild,ani ye hyew,
111,wild,ye dennennen,
111,wild,ye krāmākrāmā,
111,wild,do ńrāń,
111,wild,,dšim
111,wild,,hie do la
111,wild,,ho la
111,wild,,ye or fe gidigidi
111,wild beast,ahaboa,
111,wild boar,batafo,
111,wild boar,kokote,
111,wild boar,,batafo
111,wild boar,,beo
111,wild dog,odompo,
111,wild dog,hatwéa,
111,wild dog,odemerefũa,
111,wild dog,sakramaú,
111,wild dog,,ńańgbe
111,wild fig,odoma,
111,wild fig,,agbami
111,wild fig,,agbomi
111,wild horse,saresopońkọ,
111,wild horse,,ńańokpońo
111,wild man,okekāfo,
111,wild person,okekāfo,
111,wild man,ohamuni,
111,wild man,n'asem ahamseṃ,
111,wild man,,hiedọlọ
111,wild man,,kōnyo
111,wild yam,ahabáyere,
111,wildness,kekā,
111,wildness,anibere,
111,wildness,anuọhyew,
111,wildness,,hiedọ
111,wildness,,hiekrāmākrāmā
111,wilderness,sare(sere),
111,wilderness,sarem',
111,wilderness,sareso,
111,wilderness,ńwēaso,
111,wilderness,epawso(apāso),
111,wilderness,sare pradadada,
111,wilderness,sare patā,
111,wilderness,ńkyerekyerewa(..kyerā),
111,wilderness,kwae,
111,wilderness,kwaberentuw,
111,wilderness,eham',
111,wilderness,ahabań,
111,wilderness,wuram,
111,wilderness,,ńā
111,wilderness,,ńāńo
111,wilderness,,ńākpatā
111,wilderness,,kohayi
111,will,pe,
111,will,fwę,
111,will,fwęfwę,
111,will,,sumo
111,will,ope,
111,will,nea wope,
111,will,samansew,
111,will,,suomọ
111,will,,nōsuomọńō
111,will,,taomọ
111,willingly,ope-so,
111,willingly,ayamyi-so,
111,willingly,,suomọ na
111,win,nyā,
111,win,fa,
111,win,fa so,
111,win,di ńkōnim,
111,win,dādā,
112,wind,mframa,koyo
112,wind,mfare,koyo
112,wind,huw,hu
112,wind,hyeŋ,fli
112,wind,abeŋ,kpa
112,wind,bare,tšo
112,wind,bebarehō,
112,wind,fefano,
112,wind,bo,
112,wind,bobow,
112,wind,daŋ,
112,wind,dannaŋ,
112,windlace,,fufohewale
112,windlass,,fufohewale
112,window,mfensere,samfle
112,window,tokuru,samfle
112,window frame,mfensere dua,flentšo
112,window frame,mfensere agua,flentšo
112,window glass,mf. afwefwę,samfle alife
112,window pane,mf. afwefwę,samfle alife
112,wine,nsā,dā
112,wine,bobesā,wein
112,wing,ntabaŋ,
112,wing,ńkyeŋmu,
112,wing,edom bi nifā,
112,wing,edom bi beŋkum,
112,winged creature,ntakaraboa,fidsiatše
112,winged creature,ntuboa,fidsiatše
112,wink,bu..ani,bę hienmeii
112,wink at,bu (kā) ani gu so,dšie hie ye no
112,wink at,bu (kā) ani gu so,kū hie fō no
112,wink,aniwabu(bu),
112,winnow,huw so,ša
112,winnow,po so,ša
112,winter,awowbere,fēibe
112,wipe,pa,tšumo
112,wipe,popa,tšumo
112,wipe,pra,tšumo
112,wipe,prapra,tšumo
112,wipe,twiw,tšumo
112,wipe,twitwiw,tšumo
112,wipe,siām,tšumo
112,wisdom,nyansā,ńā
112,wisdom,nimdee,ńāle
112,wisdom,,lē
112,wisdom,,niilē
112,wise,nim nyansā,le ńā
112,wise,hū nimdee,le nii
112,wise,ani tew,hie tē
112,wise,ani da ho,hie kā ši
112,wise,ani kā ase,ńa
112,wise person,onyansafo,ńālo
112,wise person,onimdefo,niilelo
112,wish,pe,sumo
112,wish,fwefwę,tao
112,wish,fwę,
112,wish,ope,suomo
112,wish,nea obi pe,nōsuomono
112,wish,nea ofwefwę,taomo
112,wit,asęnkwā,lē
112,wit,,feoyeli
112,witch,ayeŋ,aye
112,witch,obāyeŋ,aye
112,witch,obayifo,aye
112,witch,dew bayi,
112,witchcraft,bayi,ayekpemo
112,witchcraft,abayigoru,ayekfemo
112,with,nè,nō
112,with,ńkyeŋ,ke
112,with,de,
112,withal,nso,hū
112,withal,bi,nakai non
112,withal,sāara,
112,withal,kā hō,
112,within,mu,mli
112,within,emu-fām',mligbe
112,without,adi,he
112,without,adiwo,ši
112,without,hō,bę mli
112,without,akyi,
112,without,akyiri,
112,without,kwati,
112,without,gyaw,
112,without,nnim',
113,withdraw,yi,
113,withdraw,twē ko,
113,withdraw,twē(nehō),
113,withdraw,saŋ,
113,withdraw,ko,
113,withdraw,koda,
113,withdraw,wiawia nehō ko,
113,withdraw,,ḍsie
113,withdraw,,gbla
113,withdraw,,gbla he
113,wither,guàŋ,
113,wither,nyām,
113,wither,kisā,
113,wither,bow,
113,wither,botow,
113,wither,kagyaw,
113,wither,monom,
113,wither,,kpę
113,wither,,gbi
113,withhold,kame,
113,withhold,siw kwaŋ,
113,withstand,siw ano,
113,withstand,siw kwaŋ,
113,withstand,di asi,
113,witness,adanse,
113,witness,-di,
113,witness,odansefo,
113,witness,,odase
113,witness,,-yeli
113,witness,,odasefo
113,wizard,ayeŋ,
113,wizard,obaninyeŋ,
113,wizard,obayifo,
113,wizard,osumaŋfo,
113,wae,eyaw,
113,wae,amane,
113,wae,mmusu,
113,wae,,haomo
113,wae,,nōnā
113,wae,,musu
113,woman,obea,
113,woman,obā,
113,woman,o(bā)basia,
113,woman,,yō
113,womb,yafunu,
113,womb,awotwēaŋ,
113,womb,,fomohe
113,wood,wura,
113,wood,kwae,
113,wood,ha,
113,wood,ham',
113,wood,ahabaŋ,
113,wood,dua,
113,wood,ogya,
113,wood,nnyentia,
113,wood,,kō
113,wood,,tṣo
113,wood,,la
113,wood,,lai
113,wool,oguanteŋ hō ŋhwi,
113,wool,kuntū,
113,wool,,gwanteŋhetṣoi
113,wool,,tohetṣoi
114,word,asɛm,
114,word,asɛmfua,
114,word,okasa,
114,word,ose,
114,word,kasɛɛ,
114,word,amanneɛ,
114,word,ńkra,
114,word,,gbɛ
114,word,wiemo,
114,word,kɛmo,
114,word,sane,
114,work,yɛ (ade),
114,work,yɛ adwuma,
114,work,di dwuma,
114,work,,tšu (nii)
114,work,di pɛ,
114,work,,ye apa
114,work,di nnoboa,
114,work,,bɔ mpaŋ
114,work,adwuma,
114,work,yɛ,
114,work,dwuma,
114,work,di,
114,work,,tšumo
114,work,,niitšumo
114,work,adwiṅ,
114,work,adwiṅni,
114,worker,odwumayɛfo,
114,worker,opani,
114,worker,,tšulo
114,worker,,niitšulo
114,worker,,apayelo
114,worker,,apafonyo
114,workshop,adwumayɛbew,
114,workshop,,niitšumohe
114,world,ɛwiase,
114,world,wim,
114,world,wiasefo,
114,world,ade,
114,world,adenyinā (ǹh.),
114,world,bra,
114,world,abrabu,
114,world,amammui,
114,world,aguasem,
114,world,de,
114,world,nnipa,
114,world,,dše
114,world,,dšeṅ
114,world,asamaṅ,
114,world,,gbohiadše
114,world,wiaseni,
114,world,wiasefo,
114,world,,dšeṅnyo
114,world,,dšeṅbii
114,world,wiasetrɛ,
114,world,wiase amammui,
114,world,,dšeṅšthilɛ
114,worm,osunsoṅ,
114,worm,obannyā',
114,worm,aboā (aboawa),
114,worm,ṅuṅhunii,
114,worm,,gōgōmi
114,worm,do mmoawa,
114,worm,wo gōgōmi,
114,worm,hunu (perf.),
114,worry,haw,
114,worry,guaṅ hō,
114,worry,hyɛ berɛ,
114,worship,kotow,
114,worship,sore,
114,worship,som,
114,worship,gyaw,
114,worship,di ni,
114,worship,,dša
114,worship,,sōmo
114,worship,,sole
114,worth,ɛbo,
114,worth,papa,
114,worth,yiye,
114,worth,nidi,
114,worth,animduru,
114,worth,,dšra
114,worth,,našimo
114,worthiness,mfataso,
114,worthiness,animduru,
114,worthiness,papa,
114,worthiness,mmaninyɛ,
114,worthiness,,salɛ
114,worthless,nea ɛmfra,
114,worthless,huhuw,
114,worthless,hunu,
114,worthless,,akle
114,worthless,yaka,
114,worthless,,eflo
114,worthy,sɛ,
114,worthy,fata,
114,worthy,sɔ ani,
114,worthy,wɔ bo,
114,worthy,,sa
114,wound,pira,
114,wound,pirapira,
114,wound,bɔ fɛ,
114,wound,bobɔ afɛ,
114,wound,,pila
114,wound,,ye awui
114,wound,opira,
114,wound,ekuru,
